life,名,生活、人生、生命,school life
light,名,光、明かり,a bright light
light,形,軽い、明るい,This box is very light.
like,動,・・・を好む,like mathematics / I like swimming.
like,前,…のような,look like an animal
line,名,線,draw a line
lion,名,ライオン,a group of lions
list,名,リスト,a list of books
listen,動,・・・を聞く（to ・・・),listen to the music
little,形,①小さい②（通例a littleで）少しの、少ない《活用》（②の場合）less-least,①a little cat ②a little water
little,副,少し,I can speak Chinese a little.
live,動,生きる、住む,live in Osaka
local,形,地元の,local people
London,名,ロンドン,live in London
long,形,①長い②長さが・・・で、・・・の長さの,①This river is long. ② This river is 75 kilometers long.
look,動,①見る②(look for …)…をさがす③に見える,①look at the blackboard ②look for my pen ③look happy
lose,動,・・・を失う《活用》lost-lost,lose my key
lot,名,たくさん,a lot of books
loud,副,大声で,Speak louder.
loud,形,（声が）大きい,a loud voice
love,名|動,愛、恋愛|・・・を愛する、大いに好む,a mother's love for her children|She loves sushi.
low,形,低い,a low table
luck,名,運,Good luck!
lucky,形,幸運な,She is a lucky woman.
lunch,名,昼食,eat lunch at that restaurant
machine,名,機械,use the machine
magazine,名,雑誌,read a magazine
main,形,主な、主要な,a main problem
make,動,①・・・を作る、②～を・・・にする《活用》made-made,①make a sandwich ②make her happy
man,名,男の人、男性《複数》men,a tall man
many,形|代,（数えられる名詞の前で）たくさんの、多くのもの（人） 《活用》more-most,many chairs / many of them
map,名,地図,see a map
March,名,３月,in March
match,名,試合、競技,a tennis match
math,名,数学,I like math.
matter,名,困ったこと,What's the matter?
May,名,５月,in May
maybe,副,もしかすると、たぶん,Maybe we will meet tomorrow.
me,代,私を（に）,He knows me well.
meal,名,食事,cook a meal
mean,動,・・・を意味する、・・・ということを意味する《活用》meant-meant,What does the word mean?
meaning,名,（言葉・身振りなどの）意味,What is the meaning of the word?
meat,名,肉,eat meat
medicine,名,薬,a new medicine
meet,動,・・・に会う《活用》met-met,meet her at a park
meeting,名,会議,have a meeting
member,名,一員、メンバー,a new member
memo,名,メモ,take a memo
memory,名,記憶,a good memory
menu,名,メニュー,a lunch menu
message,名,伝言、メッセージ,a message from him
meter,名,メートル,three meters
middle,名,中央、真ん中,in the middle of May
milk,名,牛乳、ミルク,warm milk
million,名,100万,one million
mind,名,精神、心,in people's minds
mine,代,私のもの,It's mine.
minute,名,（時間の単位）分,for five minutes
miss,動,①聞き逃す、見逃す、とりのがす②・・・がいなくてさみしく思う,①miss the train ②I miss him.
mistake,名,誤り、間違い,a big mistake
moment,名,瞬間、ちょっと、しばらく,Just a moment, please.
Monday,名,月曜日,on Monday
money,名,お金,have some money
month,名,（暦）月,last month
moon,名,（天体）月,the light of the moon
more,副|形,（・・・より）もっと、いっそう|（数・量などが）もっと多くの、もっと多い,more interesting than …|More people will come tomorrow.
morning,名,朝、午前中,in the morning
most,副|形,最も、いちばん|たいていの、大部分の、最も多くの,the most important thing in my life|Most people like his songs.
mother,名,母、母親,become a mother
mountain,名,山,at the top of the mountain
mouth,名,口,open my mouth
move,動,動く、移動する、・・・を動かす、移動させる,move the chair
movie,名,映画,go to see a movie
Mr.,名,～さん、～先生（男性に対する敬称）,Mr. Green / Mr. Kato
Ms.,名,～さん、～先生（女性に対する敬称）,Ms. White / Ms. Hara
much,形|副,(数えられない名詞の前で）たくさんの《活用》more-most|とても《活用》more-most,don't have much rain|I like sports very much.
museum,名,博物館、美術館,visit the museum
music,名,音楽、曲,listen to music
musician,名,音楽家、ミュージシャン,a famous musician
my,代,私の,my school
name,名|動,名前|・・・に（～と）名前をつける,call his name|name the cat Mike
nation,名,国・国家,small nations
national,形,国の・国家の,the national flower
native,形,母語の、母語を話す,a native speaker of English
natural,形,自然の,the natural world
nature,名,自然,the beauties of nature
near,前,・・・の近くに（で・の）,near the station
necessary,形,必要な,necessary things
need,動|名,・・・を必要とする|必要、必要性,need some help|need for help
neighbor,名,隣人、近所の人,a neighbor's house
neighborhood,名,近所、近隣、付近,in this neighborhood
nervous,形,不安な、緊張する、あがる,get nervous
never,副,これまで一度も・・・ない、決して・・・ない,I have never been to Okinawa.
new,形,新しい,a new teacher
New York,名,ニューヨーク,go to New York
news,名,ニュース、知らせ,good news
newspaper,名,新聞,a morning newspaper
next,形|副,次の|次に,next Sunday|What will happen next?
nice,形,良い、楽しい、親切な,a nice boy
night,名,夜,last night
nine,名|形,９（の）,nine players
nineteen,名|形,１９（の）,I'm nineteen years old.
nineteenth,名|形,１９番め（の）,in the nineteenth century
ninety,名|形,９０（の）,ninety books
ninth,名|形,９番め（の）,on the ninth floor
no,副|形,いいえ|少しの（ひとつの・ひとりの）～も・・・ない,No, I don't.|No one can answer it.
No.,名,・・・番,No. 1
noise,名,音・騒音・雑音,hear a noise
noisy,形,やかましい、騒々しい、大きな音をたてる,a noisy car
noon,名,正午、真昼,at noon
normal,形,普通の、標準の,the normal temperature
north,名,北,A cold wind blows from the north.
northern,形,北の、北からの,a northern wind
nose,名,鼻,my nose
not,副,・・・でない,don't have a car / not free
note,名,メモ,take notes
notebook,名,ノート・短い手紙,buy a new notebook
nothing,代,（単数扱い）何も・・・ない,There is nothing to do.
notice,動,・・・に気付く、わかる,notice a mistake
November,名,１１月,in November
now,副,今、さて,do it now
number,名,数、数字、番号,the number of …
nurse,名,看護師,become a nurse
ocean,名,海、海洋,swim in the ocean
o'clock,名,時間、時,at five o'clock
October,名,１０月,I was born in October.
of,前,①（帰属）…の②（同格）～という・・・③（部分）～の中の・・・,①the name of the singer ②the town of Shibuya ③one of my friends
off,副,（くっついた状態から離れた状態への変化を表して）離れて、離されて、隔たって,Take off your jacket.
office,名,会社、事務所、オフィス,work in an office
officer,名,事務員、係員,a police officer
official,形,公式の,an official event
often,副,しばしば,often go there
oil,名,油、石油,use vegetable oil
old,形,①古い、年をとった②・・・歳の,①an old temple ②I'm 14 years old.
on,前,①（時・日）…に②（場所）…の上に、…に（接触） ③（状態）…中で④～について,①on Sunday ②on the table / on the wall ③on the way to school ④some information on the animals
once,副,一度、一回、かつて,I once met your mother.
only,形|副,唯一の、・・・だけ|（たった）・・・だけ、（ほんの）・・・だけ,He is the only student in the room.|only a few years ago
open,動|形,…を開ける、開く|開いた,open the door|Every window was open.
opinion,名,意見,talk about my opinion
opposite,形,反対の、反対側の,the opposite side of the road
or,接,・・・かもしくは,you or I
order,名|動,順番、命令、注文|(～に)・・・するよう命令する（to ・・・）,in that order / He gave us that order. / May I take your order?|order him to do his job
other,形,ほかの,other questions
our,代,私たちの,our English teacher
ours,代,私たちのもの,bigger than ours
out,副,外に（で）,get out of a car
outside,前,・・・の外に（で）,outside the house
over,前|副,①…の上の方②… じゅう、・・・のいたるところに、③・・・以上に、・・・より多く|済んで、終わって,①over the bridge ②all over the world ③for over 300 years|The game is over.
overseas,形|副,海外の、外国の|海外へ、外国へ,an overseas student|go overseas
own,形,自身の,his own bike
P.E.(PE),名,（physical educationの略）体育,I like PE.
p.m.,副,午後,at 6:30 p.m.
paint,動,（絵や文字など）を描く,paint a picture
painting,名,絵画,a beautiful painting
pair,名,（２つ１組になっているもの）の１対、１組,a pair of shoes
paper,名,紙,a piece of paper
pardon,動,（人・失礼な行為など）を許す,Pardon me.
parent,名,親,my parents
park,名,公園,play in a park
part,名,①役割②部分,①play a part ②a part of the story
party,名,パーティー,enjoy a party
pass,動,通る、通り過ぎる、（時間が）過ぎる,pass through a room
passage,名,(文章などの）一節,read the passage
passport,名,パスポート,get a passport
past,名,過去,experiences of the past
patient,名,患者,take care of the patients
pay,動,（お金）を支払う《活用》paid-paid,pay a lot of money
peace,名,平和,bring peace to the world
pen,名,ペン,write with a pen
pencil,名,えんぴつ,use my pencil
people,名,人々、国民,Japanese people
percent,名,パーセント,50 percent
perfect,形,完全な、申し分ない,Your answer is perfect.
perhaps,副,おそらく,Perhaps he will come.
person,名,人、個人,a kind person
personal,形,個人的な,a personal computer
pet,名,ペット,have a pet
phone,名,電話,Can I use this phone?
photo,名,写真,take a photo
photographer,名,写真家、カメラマン,want to be a photographer
phrase,名,表現、フレーズ,use the phrase
pianist,名,ピアニスト,a good pianist
piano,名,ピアノ,play the piano
pick,動,・・・を取り上げる、摘む,pick… up
picture,名,絵、写真,take a picture
piece,名,１個、１つ、一枚、一片（a piece of ・・・）,a piece of paper / a piece of cake
place,名,場所,in this place
plan,名|動,計画、プラン|（行動など）の計画（予定）を立てる,have some plans|plan our party
plane,名,飛行機,on a plane
plant,名,植物、草花,animals and plants
plastic,形,プラスチック製の、ビニール製の,a plastic bag
play,動,遊ぶ、（楽器）を演奏する、（スポーツ）をする,play tennis
player,名,選手、演奏者,a violin player
point,名|動,ポイント・点、要点、考え|指さす,the most difficult point / That's my point.|point to the sun
police,名,警察,the New York police
poor,形,貧しい、かわいそうな,a poor little boy
popular,形,人気のある,a popular musician
possible,形,可能な,It is possible to …
post office,名,郵便局,go to the post office
postcard,名,はがき,send a postcard
power,名,力、動力、電力,wind power
practice,動,・・・を練習する,practice tennis
prepare,動,・・・を準備する,prepare breakfast
present,名,贈り物、プレゼント,a birthday present from her
pretty,形,かわいい,a pretty doll
price,名,価格、値段,complain about high prices
probably,副,おそらく,It will probably rain soon.
problem,名,問題、トラブル,a big problem
produce,動,・・・を生み出す、産出する,produce enough food
program,名,計画、（テレビやラジオの）番組,a TV program
promise,名,約束,break our promise
protect,動,・・・を保護する、守る,protect the environment
purpose,名,目的,the purpose of the plan
push,動,・・・を押す,push the door
put,動,・・・を置く《活用》put-put,put the coin on the desk
question,名,質問、疑問、問題,answer the question
quick,形,速い、すばやい、短時間内の,a quick answer
quickly,副,速く、急いで、すばやく,move quickly
quiet,形,静かな,a quiet place
quietly,副,静かに,open the door quietly
quite,副,全く、すっかり、完全に,It was quite dark.
quiz,名,クイズ、試験,give the students a quiz in math class
racket,名,（テニスや卓球の）ラケット,buy a new racket
radio,名,ラジオ,listen to the radio
rain,名|動,雨|雨が降る,stand in the rain|It began to rain. / It rained yesterday.
rainy,形,雨の,a rainy day
raise,動,・・・を上昇させる、上げる,raise my hand
reach,動,・・・に到着する、到達する,reach the station
read,動,・・・を読む《活用》read-read（発音注意）,read a book
ready,形,用意のできた,Are you ready?
real,形,本当の,the real reason
really,副,①本当に、とても②（相手の発言に対して）本当ですか,①really interesting ②Oh, really?
reason,名,理由,the real reason for …
receive,動,・・・を受け取る,receive a letter
recently,副,最近、近ごろ,I got a letter from her recently.
recycle,動,・・・を再利用する,recycle newspapers
red,名|形,赤（の）、赤色（の）,buy a red bag
reduce,動,・・・を減らす,reduce waste of food
refuse,動,・・・を断る,refuse his help
regular,形,規則的な、規則正しい、いつもの,have regular meetings
relax,動,・・・の緊張をほぐす、くつろぐ,relax and enjoy the movie
remember,動,・・・を思い出す、覚えている,remember her name
remove,動,・・・を取り除く,remove the books from the desk
repair,動,・・・を直す、修繕する,repair the shoes
report,名|動,報告、レポート|・・・を報告する,write a report about ...|report the accident to us
research,名,研究、調査,interesting research
respect,名|動,尊敬|・・・を尊敬する,have a great respect for human life|respect her for her hard work
respond,動,反応する、応答する,respond to the question
responsible,形,責任のある,be responsible for the job
rest,動,休憩する,rest for half an hour
restaurant,名,レストラン、料理店,a French restaurant
return,動,戻る、帰る,return home from school
reuse,動,・・・を再利用する,reuse my brother's desk
rice,名,米、ごはん,eat rice every day
rich,形,金持ちの、豊かな,a rich person
ride,動,・・・に乗る《活用》rode-ridden,ride a horse
right,名|形,①右②権利①正しい②右の,①on your right ②human rights①the right answer ②the right side of the road
river,名,川、河川,along the river
road,名,道路、道,the road to Kyoto
rock,名,岩、岩石,a large rock
roof,名,屋根《複数》roofs,on the roof
room,名,部屋,a small room
round,形,丸い、円形の,a round table
rule,名,規則,break a rule
run,動,走る《活用》ran-run,run in a park
sad,形,悲しい,look sad
safe,形,安全な,a safe place
same,形,同じ、同様の,We were born in the same hospital.
Saturday,名,土曜日,on Saturday
save,動,・・・を救う、助ける、（お金）をためる,save his life
say,動,・・・と言う《活用》said-said,say "Hello"
scene,名,景色、光景,enjoy a beautiful scene
school,名,学校,go to school
science,名,科学,I study science.
scientist,名,科学者,a great scientist
sea,名,海,go to the sea
season,名,季節,the four seasons
seat,名,座席、いす,take a seat
second,名|形,２番め（の）,on the second floor
see,動,・・・を見る、・・・に会う、・・・が分かる《活用》saw-seen,see my teacher
sell,動,・・・を売る《活用》sold-sold,sell our house
send,動,・・・を送る《活用》sent-sent,send a letter to her
sense,名,感覚、意味,make sense（話・文などが）意味をなす・意味が通る
sentence,名,文,a long sentence
September,名,９月,in September
serious,形,重大な、深刻な、本気の,a serious problem
serve,動,（食事）を出す、給仕する,Breakfast is served here.
set,動,・・・を置く、並べる、（食卓）の準備をする《活用》set-set,set the table for dinner
seven,名|形,７（の）,at seven o'clock
seventeen,名|形,１７（の）,I'm seventeen years old.
seventh,名|形,７番め（の）,on the seventh floor
seventy,名|形,７０（の）,at the age of seventy
several,形,いくつかの、いくらかの、数人（個）の,stay here for several days
shape,名,形,a different shape
share,動,・・・を共有する、分かち合う,share this room with …
she,代,彼女は、彼女が,She is a junior high school student.
ship,名,船,get on a ship
shirt,名,シャツ,wear a shirt
shock,動,・・・に衝撃を与える、ショックを与える,The news shocked her.
shoe,名,（通例～s) 靴,wear shoes
shop,名,店,a flower shop
shop,動,買い物をする,shop at the convenience store
short,形,短い、短時間の,for a short time
show,動,(～に）・・・を見せる、示す《活用》showed-shown,show her my picture / show her how to draw a picture
shrine,名,神社,visit the shrine
shy,形,内気な、恥ずかしがりの,He is very shy.
sick,形,病気の,She is sick.
side,名,側、面,a dark side of the history
sightseeing,名,観光、見物,go sightseeing in Kyoto
sign,名,標識、身振り・合図,a street sign
similar,形,よく似た,be similar to …
simple,形,単純な、わかりやすい,a simple question
since,前|接,・・・以来、・・・から|・・・以来、・・・から,since yesterday|since I saw him last year
sing,動,歌う、・・・を歌う《活用》sang-sung,sing a song
singer,名,歌手,a famous singer
sister,名,姉妹、姉、妹,brothers and sisters
sit,動,すわる《活用》sat-sat,sit on a chair
situation,名,状況、立場,in a dangerous situation
six,名|形,６（の）,at six o'clock
sixteen,名|形,１６（の）,at the age of sixteen
sixteenth,名|形,１６番め（の）,in the sixteenth century
sixth,名|形,６番め（の）,on the sixth floor
sixty,名|形,６０（の）,He is sixty years old.
size,名,大きさ,the size of a desk
skate,動,スケートをする,Do you skate often?
ski,動,スキーをする,I often ski in winter.
skill,名,技術,an important skill
sky,名,空,the blue sky
sleep,動,眠る《活用》slept-slept,sleep well
sleepy,形,眠い、眠そうな,feel sleepy
slowly,副,ゆっくりと,drive slowly
small,形,小さい,a small desk
smile,動,ほほえむ、にっこりする,smile at the boy
smile,名,ほほえみ、笑顔,a big smile on her face
snow,名|動,雪、雪が降る,We had a lot of snow. / It snowed a lot.
snowy,形,雪の降る,a snowy day
so,副|接,①そんなに②そのように（前述のことばをさす）|だから、それで,①so happy ② I think so.|It was raining, so I didn't go out.
soccer,名,サッカー,play soccer
soft,形,柔らかい,a soft sweater
solve,動,・・・を解決する,solve the problem
some,形|代,いくつかの、ある・・・、何人か、いくつか,some cars / some of them
someday,副,いつか、そのうち,go to Australia someday
someone,代,誰か,ask someone
something,代,何か、ある物（事）,something to drink
sometimes,副,ときどき,sometimes play tennis
son,名,息子,my son
song,名,歌,listen to a song
soon,副,もうすぐ、まもなく,come back soon
sorry,形,申し訳なく思って、かわいそうな,be sorry for her
sound,名|動,音|・・・のように聞こえる,a beautiful sound|sound good
south,名,南、南部,in the south of …
space,名,宇宙、空間,live in space
speak,動,・・・を話す、・・・と話をする（to ・・・） 《活用》spoke-spoken,speak Japanese
special,形,特別の、特殊な,a special skill
speech,名,演説、講演、スピーチ,make a speech
spend,動,（金や時間）を費やす、（時間）を過ごす《活用》spent-spent,spend a lot of money / spend a week
sport,名,スポーツ,play sports
spring,名,春,in spring
stadium,名,競技場、スタジアム,go to the stadium
stage,名,舞台、ステージ,dance on the stage
stand,動,立つ、立ち上がる《活用》stood-stood,stand by a door
star,名,星、（芸能の）スター,under the stars / a popular star
start,動,・・・を始める、・・・をし始める（to・・・、・・・ing)、始まる,start to work
station,名,駅,go to the station
stay,動|名,とどまる、滞在する、宿泊する|滞在,stay at a hotel|during my stay in London 
step,名,一歩、ステップ,the next step
still,副,まだ、今でも,still remember it
stone,名,石,throw a stone
stop,動,止まる、・・・を止める・やめる、・・・するのをやめる（・・・ing）,stop talking
store,名,店,a toy store
story,名,話、物語,an interesting story
straight,形|副,まっすぐな|まっすぐに,a straight line|go straight
strange,形,奇妙な、不思議な、未知の,a strange story
street,名,（街の）通り、街路,walk along the street
strong,形,（力が）強い、じょうぶな,a strong body
student,名,生徒、学生,a junior high school student
study,動,・・・を勉強する,study English
style,名,（服装などの）スタイル、（流行の）型,a Japanese style
subject,名,教科、話題,my favorite subject / change the subject
such,形,そのような、そんな、あんな,such a book
suddenly,副,突然,Suddenly, the door opened.
suffer,動,・・・を患う（from）、・・・のために苦しむ,suffer from a headache
sugar,名,砂糖,pass the sugar
summer,名,夏,in summer
sun,名,太陽,under the sun
Sunday,名,日曜日,on Sunday
sunny,形,日の照っている、晴れ渡った,on a sunny day
supermarket,名,スーパーマーケット,go to the supermarket
support,動,・・・を支持する、支援する、支える,support his family
sure,副,（返事で）もちろん,"Can I come in?" "Sure."
surprised,形,驚いた、（・・・して）驚く（to・・・）、（・・・に）驚く（at・・・）,be surprised to hear the news / be surprised at the news
survive,動,生き残る,Only two people survived.
sweater,名,セーター,wear the sweater
sweet,形,甘い,a sweet apple
swim,動,泳ぐ《活用》swam-swum,swim in the sea
symbol,名,象徴、シンボル,a symbol of peace
system,名,装置、方式、システム,introduce a new system
table,名,テーブル,sit around a table
table tennis,名,卓球,play table tennis
take,動,①（時間などが）かかる、②・・・を持っていく、連れて行く、③・・・を買う・選ぶ、④（乗り物に）乗る、⑤（写真）をとる《活用》took-taken,①take time ②take him to… ③I'll take it. ④take a bus ⑤take a picture
talk,動,話す,talk about music
tall,形,①高い②身長（高さ）が・・・で,①a tall building ②The child is one meter tall.
taste,名|動,味|・・・な味がする,a strange taste|taste delicious
taxi,名,タクシー,take a taxi
tea,名,茶・紅茶,a cup of tea
teach,動,（～に）・・・を教える《活用》taught-taught,teach them English / teach them how to use the computer
teacher,名,先生、教師,She is our teacher.
team,名,チーム,join the baseball team
technology,名,科学技術,new technology
tell,動,①（～に）・・・を言う、教える②（～に）・・・するように言う（to ・・・） 《活用》told-told,①tell him the story ②tell him to do his homework
temperature,名,温度、気温,the temperature in Osaka
temple,名,寺,an old temple
ten,名|形,１０（の）,There are ten students in the room.
tennis,名,テニス,play tennis
tenth,名|形,１０番め（の）,live on the tenth floor
terrible,形,恐ろしい、ひどい,The news is so terrible.
test,名,試験,give the students a test in math class
textbook,名,教科書,read the textbook
than,接,・・・よりも,older than …
thank,動,・・・に感謝する,Thank you for your letter.
the,冠,その・・・,the book / the temple
theater,名,劇場,go to the theater
their,代,彼らの・彼女らの、それらの,clean their rooms
theirs,代,彼らのもの・彼女らのもの、それらのもの,The house is theirs.
them,代,彼らを（に）・彼女らを（に）、それらを（に）,I told them the story.
then,副|名,その時・その（あの）頃・当時、それから、そうすると|その時,Just then it began to rain.|since then
there,副,そこに（へ、で）,There is a book on the desk. / go there
these,代|形,これらは（が）、これらを（に）、これらの,These are my books. / These books are mine.
they,代,彼らは（が）・彼女らは（が）、それらは（が）,They live in Osaka.
thing,名,もの,an interesting thing
think,動,思う、考える《活用》 thought-thought,I think that …
third,名|形,３番め（の）,on the third floor
thirsty,形,のどが渇いた,feel thirsty
thirteen,名|形,１３（の）,He is thirteen years old.
thirteenth,名|形,１３番め（の）,the thirteenth street
thirtieth,名|形,３０番め（の）,his thirtieth birthday
thirty,名|形,３０（の）,She is thirty years old.
this,代|形,これは（が）、これを（に）、この・・・《複数》these,Is this your book? / Is this book yours?
those,代|形,あれらは（が）・それらは（が）、あれらを（に）・それらを（に）、あれらの・それらの,Are those your books? / Are those books yours?
though,接,・・・だけれども、・・・にもかかわらず,We went out, though it began to rain.
thought,名,考え,my thought
thousand,名|形,1,000（の） three thousand people
three,名|形,３（の）,three children
through,前,①・・・を通って②（手段）・・・を通じて,①drive through the town ②through the Internet
throw,動,・・・を投げる《活用》threw-thrown,throw a ball to her
Thursday,名,木曜日,on Thursday
ticket,名,切符、チケット,buy a ticket to Tokyo
tiger,名,トラ,see a big tiger
time,名,①時間・時刻②回③（複数形で）時代,①have a good time ②several times ③in old times
tired,形,疲れた,I'm very tired.
title,名,題名、タイトル,the title of the movie
to,前,（方向・到達点）・・・へ・まで,to the station
today,名|副,今日（は）・本日（は）、現代では、,How are you today?
together,副,一緒に,Let's go swimming together.
tomorrow,名|副,明日（は）,It will rain tomorrow.
tonight,名|副,今晩（は）,I'll stay at home tonight.
too,副,①・・・もまた②あまりに・・・すぎる,①Me, too. ②I'm too tired to walk.
tooth,名,歯《複数》teeth,lose a tooth
toothache,名,歯痛,have a toothache
top,名,頂上、てっぺん,the top of the mountain
topic,名,話題・トピック、主題・テーマ,change the topic
total,名|形,総計（の）、全体（の）、全部（の）,a total number
touch,動,さわる,Don't touch the picture.
tour,名,（観光）旅行,a bus tour
town,名,町,I was born in a small town.
toy,名,おもちゃ,play with toys
tradition,名,伝統,have a long tradition
traditional,形,伝統的な,traditional Japanese music
train,名,電車,on a train
trash,名,ゴミ・クズ,pick up trash
travel,名|動,旅行|旅行する,space travel|travel abroad
tree,名,木,cut down the trees
trip,名,旅行,my trip to New York
trouble,名,困ること、迷惑,have a lot of trouble
true,形,本当の、真実の,a true story
try,動,試す、・・・しようとする（to ・・・）,try to open the door
T-shirt,名,Tシャツ,buy a blue T-shirt
Tuesday,名,火曜日,on Tuesday
turn,動,①（右や左に）曲がる、（方向を）変える②回す,①Turn left. ②turn the key
TV,名,テレビ,watch TV
twelfth,名|形,１２番め（の）,December is the twelfth month of the year.
twelve,名|形,１２（の）,for twelve hours
twentieth,名|形,２０番め（の）,in the twentieth century
twenty,名|形,２０（の）,for twenty minutes
twice,副,２度・２回,I have visited Osaka twice.
two,名|形,２（の）,two apples on the table
type,名,型、タイプ,this type of bike
U.K.,名,英国、連合王国,visit the U.K.
U.S.,名,アメリカ合衆国,live in the U.S.
umbrella,名,かさ,take an umbrella
uncle,名,おじ,my uncle living in Hokkaido
under,前,・・・の下に,under the bed
understand,動,・・・を理解する《活用》understood-understood,understand Japanese
underline,動,・・・に下線を引く,underline the word
uniform,名,制服、ユニフォーム,wear a school uniform
United States,名,アメリカ合衆国,go to the United States
university,名,（四年制の）大学,go to university
until,前|接,・・・まで|・・・するまで（ずっと）,until 11:00 p.m.|until he finished his homework
up,副,①上へ、上がって②起きて、立って③（人が）成長して,①look up ②get up ③grow up
us,代,私たちを（に）,tell us an interesting story
use,動,…を使う,use his dictionary
useful,形,便利な、役に立つ,useful advice
usually,副,普通、たいてい,usually get up at seven
vacation,名,休暇,during the vacation
various,形,さまざまな、いろいろな,in various ways
vegetable,名,野菜,grow vegetables
very,副,とても、非常,にvery happy
video,名,ビデオ,watch a video
view,名,①眺め、見晴し②意見、考え、見方,①the view from the window ②our view of nature
village,名,村,visit the village
violin,名,バイオリン,play the violin
visit,動,・・・を訪ねる、・・・を訪れる,visit London
visitor,名,訪問者、観光客,a visitor from Australia
voice,名,声、話す声,in a loud voice
volleyball,名,バレーボール,play volleyball
volunteer,名,ボランティア,volunteers to help children
wait,動,待つ,wait for her
wake,動,起きる、・・・を起こす,wake up
walk,動|名,歩く|散歩,walk into the room|take a walk
wall,名,壁,a picture on the wall
want,動,・・・が欲しい、・・・したいと思う（to ・・・）,want to know his address
war,名,戦争,during the war
warm,形,暖かい,warm weather
wash,動,・・・を洗う、洗濯する,wash my hands
waste,名|動,浪費、無駄使い|・・・を浪費する・無駄に使う,a waste of time|Don't waste time. 
watch,名|動,腕時計|・・・を見る,get a new watch|watch TV
water,名,水,drink a lot of water
wave,名|動,波|（手などを）振る,a big wave|wave my hands
way,名,①（～への）道のり②方法③点（観点）,①the way to the station ②the best way ③in many ways
we,代,私たちは（が）,Can we go and see a movie?
weak,形,弱い,a weak voice
wear,動,・・・を着ている、身に付けている、はいている・かぶっている《活用》wore-worn,wear the black jacket
weather,名,天気,good weather
Wednesday,名,水曜日,on Wednesday
week,名,週、１週間,last week
weekend,名,週末,this weekend
west,名,西、西部,in the west of France
western,形,①西の②西洋・欧米の（Western）,①in the western sky ②the Western culture
white,名|形,白（の）、白色（の）,white snow
whose,疑|代,だれの,Whose house is this?
why,疑|副,なぜ、どうして,Why did you come here?
wide,形,（幅が）広い,a wide road
wife,名,妻,his wife
wild,形,野生の,wild animals
win,動,・・・に勝つ、勝ち取る《活用》won-won,win a game
wind,名,風,a strong wind
window,名,窓,open the window
windy,形,風の強い、風のある,a windy day
winter,名,冬,in winter
wish,動|名,・・・したいと思う（to ・・・）|願い,I wish to travel abroad.|make a wish / best wishes
with,前,①・・・と一緒に②・・・で、・・・を使って③・・・のある、・・・を身に付けて・所持して,①come with us②with your finger③a boy with a camera
without,前,・・・なしで,without any money / without sleeping
woman,名,女の人、女性《複数》women（発音注意）,She is the woman who wrote the story.
wonderful,形,すばらしい、すてきな、見事な,have a wonderful time
wood,名,木、木材,a piece of wood
word,名,単語、語、ことば,the meaning of the word
work,名|動,仕事、作業、労働|仕事をする、働く、活動する,talk about my work|work with many people
world,名,世界,in the world
worry,動,心配する,Don't worry.
write,動,・・・を書く《活用》wrote-written,write a letter
writer,名,作家,a popular writer
wrong,形,間違った、（・・・の）調子の悪い（with ・・・）,the wrong number / What's wrong with ...？
year,名,年,three years ago
yellow,名|形,黄色（の）,buy a yellow T-shirt
yes,副,はい、そうです,Yes, he is.
yesterday,名|副,昨日（は）,went to see a movie yesterday
yet,副,（否定文で）まだ,haven't finished the job yet
you,代,あなた（方）は、あなた（方）を（に）,you and I
young,形,若い,young people
your,代,あなた（方）の,Wash your hands.
yours,代,あなた（方）のもの,It's yours.
yourself,代,あなた自身（で）,Enjoy yourself. / Did you make it yourself?
zero,名,ゼロ,write two zeros
zoo,名,動物園,went to the zoo on Sunday
